F    1   4x3x-A  5.0  3.1   66    82   11 PDB  MOLECULE: ACTIVITY-REGULATED CYTOSKELETON-ASSOCIATED PROTEI          
F    2   2v50-D  3.6  2.2   41   998    7 PDB  MOLECULE: MULTIDRUG RESISTANCE PROTEIN MEXB;                         
F    3   3j39-i  3.6  2.5   40   113    3 PDB  MOLECULE: 60S RIBOSOMAL PROTEIN L10A-2;                              
F    4   4gco-A  3.6  3.7   55   120   11 PDB  MOLECULE: PROTEIN STI-1;                                             
F    5   2a0u-A  3.5  3.1   68   374    4 PDB  MOLECULE: INITIATION FACTOR 2B;                                      
F    6   1j7q-A  3.5  2.9   60    86    5 PDB  MOLECULE: CALCIUM VECTOR PROTEIN;                                    
F    7   1iqp-A  3.5  3.7   70   326    7 PDB  MOLECULE: RFCS;                                                      
F    8   1sxj-B  3.4  3.5   65   316    3 PDB  MOLECULE: ACTIVATOR 1 95 KDA SUBUNIT;                                
F    9   2afd-A  3.4  2.7   59    88   14 PDB  MOLECULE: PROTEIN ASL1650;                                           
F   10   2yhe-A  3.4  2.8   40   639    8 PDB  MOLECULE: SEC-ALKYL SULFATASE;                                       
F   11   2w8a-A  3.3  2.0   43   531    7 PDB  MOLECULE: GLYCINE BETAINE TRANSPORTER BETP;                          
F   12   3ce7-A  3.3  2.7   59    90    5 PDB  MOLECULE: SPECIFIC MITOCHODRIAL ACYL CARRIER PROTEIN;                
T   13   1eia-A  3.3  2.8   62   207   11 PDB  MOLECULE: EIAV CAPSID PROTEIN P26;                                   
F   14   1k6y-B  3.3  2.4   40   194    3 PDB  MOLECULE: INTEGRASE;                                                 
F   15   2lo0-A  3.3  2.5   33    45    6 PDB  MOLECULE: UNCHARACTERIZED PROTEIN;                                   
T   16   4ph0-A  3.2  4.1  100   201    9 PDB  MOLECULE: BLV CAPSID;                                                
T   17   1l6n-A  3.2  9.7   88   288   13 PDB  MOLECULE: GAG POLYPROTEIN;                                           
F   18   3d5l-A  3.2  9.1   68   203    7 PDB  MOLECULE: REGULATORY PROTEIN RECX;                                   
F   19   1mw7-A  3.2  2.3   41   220   10 PDB  MOLECULE: HYPOTHETICAL PROTEIN HP0162;                               
F   20   2lni-A  3.2  3.5   43   133    2 PDB  MOLECULE: STRESS-INDUCED-PHOSPHOPROTEIN 1;                           
F   21   2kc7-A  3.2  3.1   40    99   10 PDB  MOLECULE: BFR218_PROTEIN;                                            
T   22   2y4z-A  3.1  3.8   68   135   10 PDB  MOLECULE: CAPSID PROTEIN P30;                                        
T   23   5a9e-A  3.1  3.1   61   254    3 PDB  MOLECULE: DELTAMBD GAG PROTEIN;                                      
F   24   2liu-A  3.1  2.9   58    99    7 PDB  MOLECULE: CURA;                                                      
F   25   2o98-B  3.1  2.8   42   237   12 PDB  MOLECULE: 14-3-3-LIKE PROTEIN C;                                     
F   26   3ph0-C  3.1  3.3   42    53   14 PDB  MOLECULE: ASCE;                                                      
F   27   1s7e-A  3.1  2.0   40   147   10 PDB  MOLECULE: HEPATOCYTE NUCLEAR FACTOR 6;                               
F   28   3rmr-A  3.0  4.9   99   236   11 PDB  MOLECULE: AVIRULENCE PROTEIN;                                        
F   29   2l0q-A  3.0  3.1   53    80    6 PDB  MOLECULE: ACYL CARRIER PROTEIN;                                      
F   30   2br9-A  3.0  2.8   42   230   12 PDB  MOLECULE: 14-3-3 PROTEIN EPSILON;                                    
F   31   2btp-A  3.0  2.8   42   248   14 PDB  MOLECULE: 14-3-3 PROTEIN TAU;                                        
F   32   3axy-C  3.0  2.8   42   235   12 PDB  MOLECULE: PROTEIN HEADING DATE 3A;                                   
T   33   1qrj-A  3.0  3.1   64   214    9 PDB  MOLECULE: HTLV-I CAPSID PROTEIN;                                     
T   34   2l6e-A  3.0  3.9   62    94    8 PDB  MOLECULE: CAPSID PROTEIN P24;                                        
F   35   1vhn-A  2.9  3.3   70   305    7 PDB  MOLECULE: PUTATIVE FLAVIN OXIDOREDUCATASE;                           
F   36   5buz-B  2.9  5.0   57   324    9 PDB  MOLECULE: SM (SEC1/MUNC18-LIKE) PROTEIN;                             
F   37   1hy8-A  2.9  3.0   54    76   11 PDB  MOLECULE: ACYL CARRIER PROTEIN;                                      
F   38   3a9c-B  2.9  3.7   70   325   10 PDB  MOLECULE: TRANSLATION INITIATION FACTOR EIF-2B, DELTA SUBUN          
F   39   2mf4-A  2.9  2.3   52    85    6 PDB  MOLECULE: HYBRID POLYKETIDE SYNTHASE-NON RIBOSOMAL PEPTIDE           
F   40   1dv5-A  2.9  3.1   55    80    9 PDB  MOLECULE: APO-D-ALANYL CARRIER PROTEIN;                              
F   41   3iqj-A  2.9  2.8   42   236   12 PDB  MOLECULE: 14-3-3 PROTEIN SIGMA;                                      
F   42   2lr8-A  2.9  2.9   42    70   14 PDB  MOLECULE: CASP8-ASSOCIATED PROTEIN 2;                                
F   43   2uyo-A  2.9  2.6   35   274    6 PDB  MOLECULE: HYPOTHETICAL PROTEIN ML2640;                               
F   44   4x3h-A  2.9  2.7   57    79    5 PDB  MOLECULE: ACTIVITY-REGULATED CYTOSKELETON-ASSOCIATED PROTEI          
F   45   2vq2-A  2.8  5.7   53   220    6 PDB  MOLECULE: PUTATIVE FIMBRIAL BIOGENESIS AND TWITCHING                 
F   46   1r6e-A  2.8  4.6   54   168    2 PDB  MOLECULE: TYPEIII-SECRETED PROTEIN EFFECTOR: INVASION-ASSOC          
T   47   2x82-A  2.8  3.3   67   145    9 PDB  MOLECULE: CAPSID PROTEIN P24;                                        
F   48   3otv-C  2.8  3.6   63   257   16 PDB  MOLECULE: PROBABLE CONSERVED TRANSMEMBRANE PROTEIN;                  
F   49   3hzt-A  2.8  3.4   56   421    9 PDB  MOLECULE: CALCIUM-DEPENDENT PROTEIN KINASE 3;                        
F   50   2kck-A  2.8  2.7   41   112   10 PDB  MOLECULE: TPR REPEAT;                                                
F   51   1e6v-A  2.8  2.4   41   546    5 PDB  MOLECULE: METHYL-COENZYME M REDUCTASE I ALPHA SUBUNIT;               
F   52   2mp8-A  2.8  2.5   38    64   21 PDB  MOLECULE: NKR-5-3B;                                                  
F   53   2x48-A  2.8  2.4   39    54   10 PDB  MOLECULE: CAG38821;                                                  
F   54   3net-A  2.8  2.5   42   431   17 PDB  MOLECULE: HISTIDYL-TRNA SYNTHETASE;                                  
F   55   2r17-D  2.8  3.4   40   276    5 PDB  MOLECULE: VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 29;            
F   56   1i1g-A  2.8  2.5   40   140   15 PDB  MOLECULE: TRANSCRIPTIONAL REGULATOR LRPA;                            
F   57   3hi0-A  2.8  2.2   38   501    8 PDB  MOLECULE: PUTATIVE EXOPOLYPHOSPHATASE;                               
F   58   1wu7-A  2.8  2.6   42   424   12 PDB  MOLECULE: HISTIDYL-TRNA SYNTHETASE;                                  
F   59   1jr5-A  2.7  3.6   70    90    9 PDB  MOLECULE: 10 KDA ANTI-SIGMA FACTOR;                                  
F   60   4bf9-A  2.7  3.4   66   318    9 PDB  MOLECULE: TRNA-DIHYDROURIDINE SYNTHASE C;                            
F   61   2lxl-A  2.7  3.9   58   163    5 PDB  MOLECULE: VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN VTA1           
F   62   1sxj-E  2.7  3.6   66   317    8 PDB  MOLECULE: ACTIVATOR 1 95 KDA SUBUNIT;                                
F   63   3lpz-A  2.7  1.8   40   314    3 PDB  MOLECULE: GET4 (YOR164C HOMOLOG);                                    
F   64   2jan-A  2.7  1.9   41   419    7 PDB  MOLECULE: TYROSYL-TRNA SYNTHETASE;                                   
F   65   3k9i-A  2.7  3.1   41   110    2 PDB  MOLECULE: BH0479 PROTEIN;                                            
F   66   2ff4-A  2.7  2.8   41   379    5 PDB  MOLECULE: PROBABLE REGULATORY PROTEIN EMBR;                          
F   67   3o59-X  2.7  1.8   40   244   13 PDB  MOLECULE: DNA POLYMERASE II LARGE SUBUNIT;                           
F   68   2c2l-A  2.7  3.1   41   281    5 PDB  MOLECULE: CARBOXY TERMINUS OF HSP70-INTERACTING PROTEIN;             
F   69   2pfd-A  2.7  2.7   40   540   13 PDB  MOLECULE: FORMIMIDOYLTRANSFERASE-CYCLODEAMINASE;                     
