   1:  2pke-A  4.3  2.8   57   233    9 PDB  MOLECULE: HALOACID DELAHOGENASE-LIKE FAMILY HYDROLASE;               
   2:  3nas-A  4.1  2.9   54   207    4 PDB  MOLECULE: BETA-PHOSPHOGLUCOMUTASE;                                   
   3:  1lvh-A  4.0  2.9   53   221    6 PDB  MOLECULE: BETA-PHOSPHOGLUCOMUTASE;                                   
   4:  3qu5-B  3.9  3.1   56   229    7 PDB  MOLECULE: INORGANIC PYROPHOSPHATASE;                                 
   5:  2hsz-A  3.8  3.0   59   225   10 PDB  MOLECULE: NOVEL PREDICTED PHOSPHATASE;                               
   6:  3dv9-A  3.8  3.6   56   243    4 PDB  MOLECULE: BETA-PHOSPHOGLUCOMUTASE;                                   
   7:  3vkh-B  3.8  2.7   60  1788    5 PDB  MOLECULE: DYNEIN HEAVY CHAIN, CYTOPLASMIC;                           
   8:  3ddh-A  3.7  3.0   58   229    7 PDB  MOLECULE: PUTATIVE HALOACID DEHALOGENASE-LIKE FAMILY HYDROL          
   9:  2hcf-A  3.6  3.4   63   225   10 PDB  MOLECULE: HYDROLASE, HALOACID DEHALOGENASE-LIKE FAMILY;              
  10:  2nvu-B  3.6  2.6   56   789    5 PDB  MOLECULE: NEDD8-ACTIVATING ENZYME E1 REGULATORY SUBUNIT;             
  11:  2hoq-A  3.6  3.1   57   237    5 PDB  MOLECULE: PUTATIVE HAD-HYDROLASE PH1655;                             
  12:  1ryk-A  3.6  2.9   58    69    9 PDB  MOLECULE: PROTEIN YJBJ;                                              
  13:  3q0k-D  3.6  4.7   58   289    5 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN N          
  14:  4g9b-A  3.5  2.7   53   227    8 PDB  MOLECULE: BETA-PHOSPHOGLUCOMUTASE;                                   
  15:  3vkh-A  3.5  2.7   60  1924    5 PDB  MOLECULE: DYNEIN HEAVY CHAIN, CYTOPLASMIC;                           
  16:  3qni-A  3.5  2.9   41   273    5 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN N          
  17:  4uw9-A  3.4  3.2   55   228    2 PDB  MOLECULE: BETA-PHOSPHOGLUCOMUTASE;                                   
  18:  4gib-A  3.3  3.3   61   226    8 PDB  MOLECULE: BETA-PHOSPHOGLUCOMUTASE;                                   
  19:  3hai-A  3.3  4.7   58   294    5 PDB  MOLECULE: HUMAN PACSIN1 F-BAR;                                       
  20:  4dh4-A  3.2  3.5   68   114    7 PDB  MOLECULE: MIF;                                                       
  21:  3gac-C  3.2  3.0   65   117    3 PDB  MOLECULE: MACROPHAGE MIGRATION INHIBITORY FACTOR-LIKE                
  22:  5cd4-I  3.2  3.2   61   494    3 PDB  MOLECULE: CRISPR SYSTEM CASCADE SUBUNIT CASE;                        
  23:  3kj6-A  3.2  3.5   42   222    5 PDB  MOLECULE: BETA-2 ADRENERGIC RECEPTOR;                                
  24:  3s51-A  3.2  3.1   42  1134    0 PDB  MOLECULE: FANCONI ANEMIA GROUP I PROTEIN HOMOLOG;                    
  25:  1q44-A  3.1  2.8   53   284    8 PDB  MOLECULE: STEROID SULFOTRANSFERASE;                                  
  26:  4qyz-A  3.1  3.3   61   468    3 PDB  MOLECULE: CRISPR SYSTEM CASCADE SUBUNIT CASA;                        
  27:  4bne-A  3.1  4.2   54   290    6 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN N          
  28:  3m3w-B  3.1  4.8   58   286    3 PDB  MOLECULE: PROTEIN KINASE C AND CASEIN KINASE II SUBSTRATE P          
  29:  4ai6-A  3.0  2.4   54  2650    4 PDB  MOLECULE: GLUTATHIONE S-TRANSFERASE CLASS-MU 26 KDA ISOZYME          
  30:  3vay-A  3.0  3.1   57   230    4 PDB  MOLECULE: HAD-SUPERFAMILY HYDROLASE;                                 
  31:  4ex6-A  3.0  3.2   53   219   11 PDB  MOLECULE: ALNB;                                                      
  32:  3wks-D  2.9  2.8   44    70    7 PDB  MOLECULE: O-PHOSPHO-L-SERYL-TRNA:CYS-TRNA SYNTHASE;                  
  33:  1zp2-A  2.9  4.1   67   227    9 PDB  MOLECULE: RNA POLYMERASE II HOLOENZYME CYCLIN-LIKE SUBUNIT;          
  34:  1wgw-A  2.9  3.4   58    99    5 PDB  MOLECULE: 'SIGNAL RECOGINITION PARTICLE 54;                          
  35:  3ndb-B  2.9  3.6   58   420    2 PDB  MOLECULE: SIGNAL RECOGNITION PARTICLE 19 KDA PROTEIN;                
  36:  3i2w-B  2.9  2.9   41   285   10 PDB  MOLECULE: SYNDAPIN;                                                  
  37:  2r42-A  2.8  3.2   71   383   11 PDB  MOLECULE: MEVALONATE KINASE;                                         
  38:  2lpi-A  2.8  4.1   71   137    3 PDB  MOLECULE: MAJOR AMPULLATE SPIDROIN 1;                                
  39:  2wkf-B  2.8  3.5   65   103    3 PDB  MOLECULE: MACROPHAGE MIGRATION INHIBITORY FACTOR;                    
  40:  4f7j-B  2.8  3.7   70   268    7 PDB  MOLECULE: CYCLIN-DEPENDENT KINASE 8;                                 
  41:  3rgw-L  2.8  2.6   54   602   13 PDB  MOLECULE: MEMBRANE-BOUND HYDROGENASE (NIFE) LARGE SUBUNIT H          
  42:  2d9e-A  2.8  3.5   56   121    9 PDB  MOLECULE: PEREGRIN;                                                  
  43:  2va8-B  2.8  3.6   63   695    5 PDB  MOLECULE: SKI2-TYPE HELICASE;                                        
  44:  3iyd-F  2.8  2.9   52   479    2 PDB  MOLECULE: DNA-DIRECTED RNA POLYMERASE SUBUNIT ALPHA;                 
  45:  2ykg-A  2.8  3.1   51   636    2 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX58;                 
  46:  4fgv-A  2.8  3.1   42  1067    7 PDB  MOLECULE: CHROMOSOME REGION MAINTENANCE 1 (CRM1) OR EXPORTI          
  47:  1te2-A  2.8  3.1   49   218    8 PDB  MOLECULE: 2-DEOXYGLUCOSE-6-P PHOSPHATASE;                            
  48:  3a69-A  2.8  3.4   43   347    7 PDB  MOLECULE: FLAGELLAR HOOK PROTEIN FLGE;                               
  49:  2xma-E  2.7  3.0   60   141    8 PDB  MOLECULE: TRANSPOSASE;                                               
  50:  3prb-B  2.7  3.6   61   224    3 PDB  MOLECULE: FKBP-TYPE PEPTIDYL-PROLYL CIS-TRANS ISOMERASE;             
  51:  3h20-A  2.7  2.7   55   288    0 PDB  MOLECULE: REPLICATION PROTEIN B;                                     
  52:  2bkm-A  2.7  3.9   64   128    6 PDB  MOLECULE: TRUNCATED HEMOGLOBIN FROM GEOBACILLUS                      
  53:  4uzv-A  2.7  3.8   64   129    8 PDB  MOLECULE: HEMOGLOBIN;                                                
  54:  3lqi-C  2.7  3.4   62   181    6 PDB  MOLECULE: MLL1 PHD3-BROMO;                                           
  55:  2xyk-B  2.7  3.9   65   130    2 PDB  MOLECULE: 2-ON-2 HEMOGLOBIN;                                         
  56:  1ngk-B  2.7  3.7   61   127    3 PDB  MOLECULE: HEMOGLOBIN-LIKE PROTEIN HBO;                               
  57:  3d6j-A  2.7  3.3   49   210   10 PDB  MOLECULE: PUTATIVE HALOACID DEHALOGENASE-LIKE HYDROLASE;             
  58:  4c3o-A  2.7  2.7   50   583   10 PDB  MOLECULE: HYDROGENASE-1 LARGE SUBUNIT;                               
  59:  2vwa-A  2.7  3.0   58    99    3 PDB  MOLECULE: PUTATIVE UNCHARACTERIZED PROTEIN PF13_0012;                
  60:  1p68-A  2.7  4.1   59   102    3 PDB  MOLECULE: DE NOVO DESIGNED PROTEIN S-824;                            
  61:  2hi0-A  2.7  2.9   49   240   12 PDB  MOLECULE: PUTATIVE PHOSPHOGLYCOLATE PHOSPHATASE;                     
  62:  3k1f-M  2.7  5.1   50   185    0 PDB  MOLECULE: DNA-DIRECTED RNA POLYMERASE II SUBUNIT RPB1;               
  63:  3o0f-A  2.7  3.3   55   287   13 PDB  MOLECULE: PUTATIVE METAL-DEPENDENT PHOSPHOESTERASE;                  
  64:  2ah5-A  2.7  3.3   47   210    9 PDB  MOLECULE: COG0546: PREDICTED PHOSPHATASES;                           
  65:  4rkm-B  2.7  3.4   44   660    5 PDB  MOLECULE: MCCA;                                                      
  66:  2msn-A  2.7  2.8   47   208    9 PDB  MOLECULE: HYDROLASE, HALOACID DEHALOGENASE-LIKE FAMILY;              
  67:  4ell-B  2.6  3.4   67   349    6 PDB  MOLECULE: RETINOBLASTOMA-ASSOCIATED PROTEIN;                         
  68:  3sd7-A  2.6  3.1   48   215    8 PDB  MOLECULE: PUTATIVE PHOSPHATASE;                                      
  69:  2xcz-A  2.6  3.3   66   114    8 PDB  MOLECULE: POSSIBLE ATLS1-LIKE LIGHT-INDUCIBLE PROTEIN;               
  70:  4kyw-A  2.6  2.5   52   254   13 PDB  MOLECULE: TYPE-2 RESTRICTION ENZYME DPNI;                            
  71:  4u2v-B  2.6  3.5   46   306    7 PDB  MOLECULE: GREEN FLUORESCENT PROTEIN,BCL-2 HOMOLOGOUS                 
  72:  2r3v-A  2.6  3.6   73   390   10 PDB  MOLECULE: MEVALONATE KINASE;                                         
  73:  2i53-A  2.6  3.2   63   254    5 PDB  MOLECULE: CYCLIN K;                                                  
  74:  5ame-A  2.6  3.4   55   123   11 PDB  MOLECULE: BROMODOMAIN-CONTAINING PROTEIN 1;                          
  75:  1kr7-A  2.6  3.4   59   110    3 PDB  MOLECULE: NEURAL GLOBIN;                                             
  76:  1sj8-A  2.6  4.3   65   297    6 PDB  MOLECULE: TALIN 1;                                                   
  77:  2rre-A  2.6  2.2   44    74   11 PDB  MOLECULE: PUTATIVE UNCHARACTERIZED PROTEIN;                          
  78:  2kzc-A  2.6  3.2   48    85    6 PDB  MOLECULE: UNCHARACTERIZED PROTEIN;                                   
  79:  4hg2-B  2.6  2.7   49   236   14 PDB  MOLECULE: METHYLTRANSFERASE TYPE 11;                                 
  80:  2yb1-A  2.6  3.2   56   284    7 PDB  MOLECULE: AMIDOHYDROLASE;                                            
  81:  4a36-A  2.6  3.5   50   523    2 PDB  MOLECULE: RETINOIC ACID INDUCIBLE PROTEIN I;                         
  82:  4j9z-B  2.6  2.7   39    97    5 PDB  MOLECULE: SMALL CONDUCTANCE CALCIUM-ACTIVATED POTASSIUM CHA          
  83:  1cu1-A  2.5  3.3   67   645    6 PDB  MOLECULE: PROTEIN (PROTEASE/HELICASE NS3);                           
  84:  1vw5-j  2.5  3.5   63   114   10 PDB  MOLECULE: INTEGRON GENE CASSETTE PROTEIN;                            
  85:  1in0-A  2.5  3.1   57   162    9 PDB  MOLECULE: YAJQ PROTEIN;                                              
  86:  4hhu-A  2.5  2.7   54   170   11 PDB  MOLECULE: OR280;                                                     
  87:  4f5v-A  2.5  3.3   57   584    5 PDB  MOLECULE: SERUM ALBUMIN;                                             
  88:  3v4c-A  2.5  7.3   48   504    2 PDB  MOLECULE: ALDEHYDE DEHYDROGENASE (NADP+);                            
  89:  4c0n-A  2.5  3.7   64   150    2 PDB  MOLECULE: 2-ON-2 HEMOGLOBIN;                                         
  90:  1d3u-B  2.5  3.1   60   201    3 PDB  MOLECULE: TATA-BINDING PROTEIN;                                      
  91:  4igc-X  2.5  3.3   56   517    2 PDB  MOLECULE: DNA-DIRECTED RNA POLYMERASE SUBUNIT ALPHA;                 
  92:  1e3d-B  2.5  2.6   50   537    6 PDB  MOLECULE: [NIFE] HYDROGENASE SMALL SUBUNIT;                          
  93:  3pm9-A  2.5  2.9   52   465    4 PDB  MOLECULE: PUTATIVE OXIDOREDUCTASE;                                   
  94:  1u84-A  2.5  2.9   57    81   14 PDB  MOLECULE: HYPOTHETICAL PROTEIN;                                      
  95:  3eff-K  2.5  2.6   49   139    6 PDB  MOLECULE: FAB;                                                       
  96:  2w4m-A  2.5  3.1   57   250    7 PDB  MOLECULE: N-ACYLNEURAMINATE-9-PHOSPHATASE;                           
  97:  4u7b-A  2.5  2.7   48   342    8 PDB  MOLECULE: DNA (25-MER);                                              
  98:  3mc1-A  2.5  3.1   48   216    6 PDB  MOLECULE: PREDICTED PHOSPHATASE, HAD FAMILY;                         
  99:  4f3e-A  2.5  3.5   61   473   11 PDB  MOLECULE: CASA;                                                      
 100:  1rdf-A  2.5  3.4   56   263    5 PDB  MOLECULE: PHOSPHONOACETALDEHYDE HYDROLASE;                           
 101:  3w3s-A  2.4  3.2   65   527    5 PDB  MOLECULE: TYPE-2 SERINE--TRNA LIGASE;                                
 102:  3dwc-B  2.4  3.0   67   506    9 PDB  MOLECULE: METALLOCARBOXYPEPTIDASE;                                   
 103:  2fyx-A  2.4  3.5   62   130    5 PDB  MOLECULE: TRANSPOSASE, PUTATIVE;                                     
 104:  3ziy-A  2.4  3.2   62   457    3 PDB  MOLECULE: COPPER-CONTAINING NITRITE REDUCTASE;                       
 105:  4ney-B  2.4  3.4   58   173    7 PDB  MOLECULE: ENGINEERED PROTEIN OR277;                                  
 106:  2nyv-A  2.4  3.5   57   217    5 PDB  MOLECULE: PHOSPHOGLYCOLATE PHOSPHATASE;                              
 107:  3zhe-A  2.4  3.2   42   399    2 PDB  MOLECULE: NONSENSE-MEDIATED MRNA DECAY PROTEIN;                      
 108:  3bes-R  2.4  3.0   42   250    0 PDB  MOLECULE: INTERFERON GAMMA;                                          
 109:  4n3o-A  2.4  3.1   64   328    3 PDB  MOLECULE: PUTATIVE D-GLYCERO-D-MANNO-HEPTOSE 7-PHOSPHATE KI          
 110:  2r31-A  2.4  3.0   54   236   11 PDB  MOLECULE: ATP12 ATPASE;                                              
 111:  2zy2-A  2.4  3.3   54   521    2 PDB  MOLECULE: L-ASPARTATE 4-CARBOXYLYASE;                                
 112:  3s1i-A  2.4  3.4   60   131    8 PDB  MOLECULE: HEMOGLOBIN-LIKE FLAVOPROTEIN;                              
 113:  2ig3-A  2.4  5.2   66   127    2 PDB  MOLECULE: GROUP III TRUNCATED HAEMOGLOBIN;                           
 114:  4k7b-A  2.4  3.5   57   111    9 PDB  MOLECULE: EXTRINSIC PROTEIN IN PHOTOSYSTEM II;                       
 115:  1c9b-A  2.4  3.0   56   207    5 PDB  MOLECULE: GENERAL TRANSCRIPTION FACTOR IIB;                          
 116:  2k3n-A  2.4  3.5   62   160    6 PDB  MOLECULE: TUSP1;                                                     
 117:  2hdo-A  2.4  3.2   47   207    2 PDB  MOLECULE: PHOSPHOGLYCOLATE PHOSPHATASE;                              
 118:  3jsb-B  2.4  3.8   54   194    4 PDB  MOLECULE: RNA-DIRECTED RNA POLYMERASE;                               
 119:  4nom-A  2.4  3.0   49   407   10 PDB  MOLECULE: LEGUMAIN;                                                  
 120:  3ib5-A  2.4  2.7   55   342    5 PDB  MOLECULE: SEX PHEROMONE PRECURSOR;                                   
 121:  1ea0-A  2.4  2.9   53  1453    4 PDB  MOLECULE: GLUTAMATE SYNTHASE [NADPH] LARGE CHAIN;                    
 122:  2gsc-B  2.4  3.7   57   117    9 PDB  MOLECULE: PUTATIVE UNCHARACTERIZED PROTEIN XCC0516;                  
 123:  1t2e-A  2.4  3.9   55   317    2 PDB  MOLECULE: L-LACTATE DEHYDROGENASE;                                   
 124:  1gv0-A  2.4  3.9   55   301    4 PDB  MOLECULE: MALATE DEHYDROGENASE;                                      
