   1:  1x9n-A  4.2  4.9   63   632    8 PDB  MOLECULE: DIDEOXY TERMINATED DNA;                                    
   2:  2ig3-A  4.1  4.1   84   127   11 PDB  MOLECULE: GROUP III TRUNCATED HAEMOGLOBIN;                           
   3:  3mun-A  4.0  4.5   69   684    6 PDB  MOLECULE: PROLYL ENDOPEPTIDASE;                                      
   4:  3to3-B  4.0  5.0   66   595    6 PDB  MOLECULE: PETROBACTIN BIOSYNTHESIS PROTEIN ASBB;                     
   5:  1yhn-B  3.7  3.8   44    65    5 PDB  MOLECULE: RAS-RELATED PROTEIN RAB-7;                                 
   6:  2g7o-A  3.6  2.9   42    68    2 PDB  MOLECULE: PROTEIN TRAM;                                              
   7:  1f51-B  3.6  4.9   45   182    7 PDB  MOLECULE: SPORULATION INITIATION PHOSPHOTRANSFERASE B;               
   8:  4uur-A  3.6  3.4   73   124    8 PDB  MOLECULE: PUTATIVE HEMOGLOBIN-LIKE OXYGEN-BINDING PROTEIN;           
   9:  4rym-A  3.5  3.3   74   154    7 PDB  MOLECULE: INTEGRAL MEMBRANE PROTEIN;                                 
  10:  3uon-A  3.5  3.0   68   438    4 PDB  MOLECULE: HUMAN M2 MUSCARINIC ACETYLCHOLINE, RECEPTOR T4 LY          
  11:  1sb0-A  3.4  3.1   57    87    9 PDB  MOLECULE: PROTEIN CBP;                                               
  12:  1kr7-A  3.4  3.4   72   110   11 PDB  MOLECULE: NEURAL GLOBIN;                                             
  13:  2lf4-A  3.4  4.7   60   232    5 PDB  MOLECULE: GAG POLYPROTEIN;                                           
  14:  1zs4-A  3.4  3.3   50    82    6 PDB  MOLECULE: DNA - 27MER;                                               
  15:  3on0-A  3.4  2.9   42   121    2 PDB  MOLECULE: PROTEIN TRAM;                                              
  16:  3cir-A  3.4  4.0   45   541    4 PDB  MOLECULE: FUMARATE REDUCTASE FLAVOPROTEIN SUBUNIT;                   
  17:  4uzv-A  3.4  3.7   79   129    8 PDB  MOLECULE: HEMOGLOBIN;                                                
  18:  1ngk-B  3.4  3.4   77   127    8 PDB  MOLECULE: HEMOGLOBIN-LIKE PROTEIN HBO;                               
  19:  2bkm-A  3.4  4.1   81   128   14 PDB  MOLECULE: TRUNCATED HEMOGLOBIN FROM GEOBACILLUS                      
  20:  2xyk-B  3.3  3.6   78   130   12 PDB  MOLECULE: 2-ON-2 HEMOGLOBIN;                                         
  21:  2n00-A  3.3  3.9   75    95    5 PDB  MOLECULE: INTERFERON-INDUCIBLE PROTEIN AIM2;                         
  22:  3qm3-A  3.3  4.6   54   350    7 PDB  MOLECULE: FRUCTOSE-BISPHOSPHATE ALDOLASE;                            
  23:  3dkq-A  3.3  3.3   35   230   14 PDB  MOLECULE: PKHD-TYPE HYDROXYLASE SBAL_3634;                           
  24:  4nk2-A  3.3  3.8   82   164    7 PDB  MOLECULE: HEMOGLOBIN-LIKE PROTEIN;                                   
  25:  3bdd-A  3.3  2.7   40   140   10 PDB  MOLECULE: REGULATORY PROTEIN MARR;                                   
  26:  2xsr-A  3.2  3.8   50   309    2 PDB  MOLECULE: CATECHOL 1,2 DIOXYGENASE;                                  
  27:  2lor-A  3.2  4.5   66   108    6 PDB  MOLECULE: TRANSMEMBRANE PROTEIN 141;                                 
  28:  1yr2-A  3.2  3.5   54   680    4 PDB  MOLECULE: PROLYL OLIGOPEPTIDASE;                                     
  29:  2oyy-A  3.2  5.6   52    71   12 PDB  MOLECULE: HEXAMERIC CYTOCHROME;                                      
  30:  3dkq-B  3.2  3.3   35   207   14 PDB  MOLECULE: PKHD-TYPE HYDROXYLASE SBAL_3634;                           
  31:  1ux8-A  3.2  3.8   73   118   11 PDB  MOLECULE: YJBI PROTEIN;                                              
  32:  2yxr-A  3.1  6.6   77   422    8 PDB  MOLECULE: PREPROTEIN TRANSLOCASE SUBUNIT SECY;                       
  33:  3zjc-B  3.1  5.4   61   257    3 PDB  MOLECULE: GTPASE IMAP FAMILY MEMBER 7;                               
  34:  3o0n-A  3.1  3.3   55   607    7 PDB  MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE;                      
  35:  1vwz-1  3.1  3.7   55   392    7 PDB  MOLECULE: RIBOSOMAL PROTEIN UL12;                                    
  36:  1b3q-B  3.1  6.7   48   370    2 PDB  MOLECULE: PROTEIN (CHEMOTAXIS PROTEIN CHEA);                         
  37:  3fey-A  3.1  5.6   44   761   11 PDB  MOLECULE: NUCLEAR CAP-BINDING PROTEIN SUBUNIT 1;                     
  38:  3u10-A  3.1  4.0   42   202    7 PDB  MOLECULE: POTASSIUM/SODIUM HYPERPOLARIZATION-ACTIVATED CYCL          
